Row Id,Issue Date,Year,Month,Dev. Type,File Num,Status,Case Type,Work Type,Chap. 245,Watershed,Existing Land Use,Proposed Land Use,Land Use Trans.,Limits of Construction (sqft),Site Area (sqft),Native Inches Surveyed,Native Inches Removed,Non-Native Inches Removed,Inches Replanted,Total Removed,Preserved,Net Difference,Preservation Percentile,Removal Percentile,Location,Council District,See Details,Property Id
10944404,01/07/2014,2014,1,Site Plan,SP-2013-0162C,Approved and Released,Site Plan Administrative,Consolidated,No,Onion Creek,Vacant,Apartment Complex,Vacant to Apartment Complex,990118.8,990118.8,2559,1206,2205,674,3411,1353,2737,0.90,0.98,"(-97.77878112, 30.16358866)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10944404,3065672
10660906,05/04/2012,2012,5,Site Plan,SP-2011-0287C,Approved and Released,Site Plan Administrative,Consolidated,No,Shoal Creek,Vacant,Hotel,Vacant to Hotel,193232.16,193232.16,0,0,0,0,0,0,0,0.18,0.18,"(-97.72622146, 30.39504916)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10660906,3382325
11169396,07/07/2015,2015,7,Site Plan,SP-2014-0242C,Approved and Released,Site Plan Administrative,Consolidated,No,Town Lake,Vacant,Commercial Multi Family,Vacant to Commercial Multi Family,0,13068,45.5,19.5,18.5,14,38,26,24,0.40,0.47,"(-97.72502695, 30.26326764)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11169396,402722
10726538,06/05/2012,2012,6,Site Plan,SP-2012-0084DX,Approved and Released,Site Plan Administrative,School Project,Yes,Running Deer Creek,School,School,School to School,0,1321087.68,0,0,0,0,0,0,0,0.18,0.18,"(-97.93522909, 30.39136876)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10726538,3043160
10871334,02/04/2014,2014,2,Site Plan,SPC-2012-0425C,Approved and Released,Site Plan Commission,Consolidated,Yes,St. Stephens Creek,Vacant,Office,Vacant to Office,146666.52,146666.52,1095,60,0,60,60,1035,0,0.87,0.53,"(-97.81375032, 30.32135547)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10871334,711028
11766646,12/06/2017,2017,12,Site Plan,SP-2017-0286DS,Approved and Released,Site Plan Administrative Small Project,Utility Line,No,Country Club East,RESIDENTIAL,RESIDENTIAL,RESIDENTIAL to RESIDENTIAL,10890000,10890000,0,0,0,0,0,0,0,0.18,0.18,"(-97.69137407, 30.23870098)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11766646,5425295
11049940,09/30/2014,2014,9,Site Plan,SP-2013-0437C,Approved and Released,Site Plan Administrative,Consolidated,No,Shoal Creek,Commercial,Commercial,Commercial to Commercial,0,27878.4,0,0,0,0,0,0,0,0.18,0.18,"(-97.73800055, 30.34530435)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11049940,209270
11447562,08/24/2016,2016,8,Site Plan,SP-2015-0527C,Approved and Released,Site Plan Administrative,Consolidated,No,Williamson Creek,Commercial,Commercial,Commercial to Commercial,636324.48,636324.48,1886,439,404,338,843,1447,505,0.91,0.90,"(-97.76204469, 30.19989795)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11447562,193849
11347178,02/18/2016,2016,2,Site Plan,SP-2015-0213C,Approved and Released,Site Plan Administrative,Consolidated,Yes,Barton Creek,Vacant,Commercial,Vacant to Commercial,98445.6,375487.2,163,116,0,59,116,47,57,0.45,0.63,"(-97.82607931, 30.23800404)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11347178,5199725
11686890,08/01/2018,2018,8,Subdivision,C8-2017-0130.2B,Subdivision Recorded,Subdivision Construction Plan,Concurrent,Yes,Gilleland Creek,Vacant,"SF,ROW","Vacant to SF,ROW",522720,529254,67,9,0,0,9,58,9,0.47,0.37,"(1000000000000000000000000000000, 1000000000000000000000000000000)",,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11686890,13286
11769930,09/17/2018,2018,9,Site Plan,SP-2017-0301C.F1,Approved and Released,Site Plan Administrative,Consolidated,No,Shoal Creek,HOTEL,Commercial,HOTEL to Commercial,71002.8,71002.8,0,0,0,0,0,0,0,0.18,0.18,"(-97.74643591, 30.26952414)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11769930,5189526
10605922,07/26/2012,2012,7,Site Plan,SP-2011-0161C,Approved and Released,Site Plan Administrative,Consolidated,No,Dry Creek East,Vacant,Commercial,Vacant to Commercial,87120,87120,0,0,0,0,0,0,0,0.18,0.18,"(-97.64122155, 30.15562158)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10605922,3500464
11066336,08/28/2014,2014,8,Site Plan,SP-2013-0484CS,Approved and Released,Site Plan Administrative Small Project,Consolidated,No,Town Lake,Single Family,RESIDENTIAL,Single Family  to RESIDENTIAL,8232.84,8232.84,103,48,0,27,48,55,21,0.47,0.50,"(-97.7351853, 30.25580059)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11066336,105674
11700566,03/30/2018,2018,3,Site Plan,SP-2017-0116C,Approved and Released,Site Plan Administrative,Consolidated,No,Little Walnut Creek,Vacant,indoor/outdoo sports and recreation,Vacant to indoor/outdoo sports and recreation,451717.2,,3269.5,1608.5,175,728,1783.5,1661,1055.5,0.92,0.96,"(-97.66202393, 30.308338)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11700566,5188953
10863981,09/12/2013,2013,9,Site Plan,SP-2012-0404C,Approved and Released,Site Plan Administrative,Consolidated,No,Tannehill Branch,Vacant,Live/Work Units,Vacant to Live/Work Units,22084.92,16988.4,0,0,0,30,0,0,-30,0.18,0.18,"(-97.70190279, 30.29879705)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10863981,3554489
11491780,10/03/2016,2016,10,Site Plan,SP-2016-0105D,Approved and Released,Site Plan Administrative,"Bldg/Prkg,Clring,Cut/Fill,Spoil Disposal",No,West Bouldin Creek,Vacant,Single Family,Vacant to Single Family,9975.24,39988.08,131,39,0,0,39,92,39,0.53,0.47,"(-97.77225809, 30.2513453)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11491780,817034
10807495,04/30/2013,2013,4,Site Plan,SP-2012-0248CS,Approved and Released,Site Plan Administrative Small Project,Consolidated,No,Town Lake,Restaurant,Restaurant,Restaurant to Restaurant,3484.8,5662.8,0,0,0,0,0,0,0,0.18,0.18,"(-97.74501997, 30.26684972)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10807495,91616
11360496,05/20/2016,2016,5,Site Plan,SP-2015-0252CS,Approved and Released,Site Plan Administrative Small Project,Consolidated,No,Shoal Creek,Commercial,Commercial,Commercial to Commercial,0,31363.2,112,0,0,0,0,112,0,0.56,0.18,"(-97.74489298, 30.28969695)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11360496,589682
10732846,10/23/2012,2012,10,Subdivision,C8-97-0123.1B(R4),Subdivision Recorded,Subdivision Construction Plan,Street/Drainage,No,Lake Creek,Vacant,PUD,Vacant to PUD,4079829.6,4094640,0,0,0,0,0,0,0,0.18,0.18,"(1000000000000000000000000000000, 1000000000000000000000000000000)",,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10732846,13774
11430382,06/16/2016,2016,6,Site Plan,SP-2015-0460C,Approved and Released,Site Plan Administrative,Withdraw and Resubmit,No,East Bouldin Creek,Civic,Commercial Multi Family,Civic  to Commercial Multi Family,60853.32,60853.32,258,0,0,0,0,258,0,0.69,0.18,"(-97.75387471, 30.24453886)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11430382,410432
11222448,03/26/2015,2015,3,Subdivision,C8-2014-0185.1B,Subdivision Recorded,Subdivision Construction Plan,Non-Concurrent,Yes,Lake Creek,Vacant,ROW,Vacant to ROW,331056,87120,1654,53,0,0,53,1601,53,0.92,0.51,"(1000000000000000000000000000000, 1000000000000000000000000000000)",,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11222448,4757
11400019,07/14/2016,2016,7,Site Plan,SP-2015-0356C,Approved and Released,Site Plan Administrative,Consolidated,No,Carson Creek,Vacant,Condominium,Vacant to Condominium,527076,527076,682,385,0,193,385,297,192,0.71,0.81,"(-97.69907431, 30.21626391)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11400019,3296008
11828951,10/18/2018,2018,10,Site Plan,SP-2017-0485C,Approved and Released,Site Plan Administrative,Consolidated,Yes,Slaughter Creek,Retail,Retail,Retail to Retail,107593.2,,0,0,0,0,0,0,0,0.18,0.18,"(-97.7932132, 30.15721221)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11828951,5471076
11351144,07/06/2016,2016,7,Site Plan,SP-2015-0225C,Approved and Released,Site Plan Administrative,Consolidated,No,Walnut Creek,Vacant,Commercial,Vacant to Commercial,421225.2,299692.8,0,0,0,0,0,0,0,0.18,0.18,"(-97.66255059, 30.41964986)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11351144,1152229
11255292,08/21/2015,2015,8,Site Plan,SP-2014-0475C,Approved and Released,Site Plan Administrative,Consolidated,No,South Boggy Creek,Residential,Condominium,Residential to Condominium,395089.2,395089.2,4299,614.75,89.5,725.5,704.25,3684.25,-21.25,0.97,0.88,"(-97.79404991, 30.19018288)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11255292,156468
11690362,09/06/2017,2017,9,Site Plan,SP-2017-0096C.SH.F2,Approved and Released,Site Plan Administrative,Consolidated,No,Shoal Creek,Residential,Student Housing,Residential  to Student Housing,6838.92,6838.92,152,118,0,0,118,34,118,0.42,0.64,"(-97.74770198, 30.28525298)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11690362,310034
11379987,02/27/2018,2018,2,Site Plan,SP-2015-0300C,Approved and Released,Site Plan Administrative,Consolidated,No,East Bouldin Creek,Vacant,Commercial,Vacant to Commercial,66646.8,66646.8,0,0,0,0,0,0,0,0.18,0.18,"(-97.75507358, 30.23741675)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11379987,369554
11577791,09/21/2017,2017,9,Site Plan,SP-2016-0366C,Approved and Released,Site Plan Administrative,Consolidated,Yes,Slaughter Creek,Vacant,Commercial Multi Family,Vacant to Commercial Multi Family,360763.92,360676.8,689,166,0,96.5,166,523,69.5,0.79,0.69,"(-97.87593607, 30.19080664)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11577791,5361209
11633968,07/28/2017,2017,7,Site Plan,SP-2016-0537C,Approved and Released,Site Plan Administrative,Consolidated,No,Town Lake,Commercial,Commercial Multi Family,Commercial to Commercial Multi Family,43124.4,43124.4,0,0,0,0,0,0,0,0.18,0.18,"(-97.72830999, 30.2614264)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11633968,879584
11643794,01/26/2018,2018,1,Site Plan,SP-2016-0571C,Approved and Released,Site Plan Administrative,Consolidated,No,Williamson Creek,Vacant,Commercial,Vacant to Commercial,50094,57586.32,618.5,561.5,0,120,561.5,57,441.5,0.47,0.85,"(-97.75703872, 30.20618182)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11643794,5305142
10614511,03/07/2012,2012,3,Site Plan,SP-2011-0181C,Approved and Released,Site Plan Administrative,Consolidated,No,Waller Creek,Vacant,Hotel,Vacant to Hotel,0,29620.8,0,0,0,0,0,0,0,0.18,0.18,"(-97.73921438, 30.26010285)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10614511,3282805
11644293,01/08/2018,2018,1,Site Plan,SP-2016-0574C,Approved and Released,Site Plan Administrative,Consolidated,No,Little Walnut Creek,Vacant,Commercial,Vacant to Commercial,122839.2,122839.2,273,133,0,88,133,140,45,0.59,0.66,"(-97.67323911, 30.35169984)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11644293,343268
11147071,06/02/2015,2015,6,Site Plan,SP-2014-0177C,Approved and Released,Site Plan Administrative,Consolidated,No,Country Club West,Vacant,Townhomes,Vacant to Townhomes,87076.44,87076.44,471,362,0,155,362,109,207,0.56,0.80,"(-97.71901089, 30.23879534)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11147071,5096155
11370170,05/23/2016,2016,5,Site Plan,SP-2015-0273C,Approved and Released,Site Plan Administrative,Consolidated,No,Fort Branch,VACANT,Commercial,VACANT to Commercial,82154.16,82154.16,68,0,0,0,0,68,0,0.49,0.18,"(-97.67362509, 30.27244685)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11370170,3359086
11379164,02/08/2016,2016,2,Site Plan,SP-2015-0294C,Approved and Released,Site Plan Administrative,Consolidated,No,Waller Creek,Vacant,Commercial,Vacant to Commercial,0,28030,262,262,0,120.5,262,0,141.5,0.18,0.76,"(-97.73191065, 30.26613675)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11379164,3342648
11302612,07/12/2016,2016,7,Site Plan,SPC-2015-0107CT,Approved and Released,Site Plan Administrative,Consolidated,No,East Bouldin Creek,Vacant,Public,Vacant to Public,165179.52,165179.52,1916,321,47,278,368,1595,90,0.92,0.80,"(-97.76163508, 30.24048665)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11302612,5125727
11061634,06/17/2014,2014,6,Site Plan,SP-2013-0468D,Approved and Released,Site Plan Administrative,"Bldg/Prkg,Clring,Cut/Fill,Spoil Disposal",No,Slaughter Creek,Commercial,Commercial,Commercial to Commercial,104064.84,569590.56,0,0,0,0,0,0,0,0.18,0.18,"(-97.96275259, 30.22047211)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11061634,222033
11431150,03/14/2016,2016,3,Site Plan,SP-2013-0479C(R1),Approved and Released,Site Plan Administrative,Consolidated,No,Williamson Creek,Vacant,Commercial,Vacant to Commercial,1030194,1030194,0,0,0,0,0,0,0,0.18,0.18,"(-97.72099342, 30.20087979)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11431150,5084894
11256070,12/18/2015,2015,12,Site Plan,SP-2014-0479D,Approved and Released,Site Plan Administrative,Consolidated,No,South Brushy Creek,PUD,Spillway,PUD to Spillway,82764,82764,0,0,0,0,0,0,0,0.18,0.18,"(-97.76953346, 30.51052756)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11256070,5116984
11393825,09/02/2016,2016,9,Site Plan,SP-2015-0341C,Approved and Released,Site Plan Administrative,Consolidated,Yes,Harris Branch,VAC,Commercial,VAC to Commercial,139392,139392,63,63,0,49,63,0,14,0.18,0.54,"(-97.66037619, 30.43812005)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11393825,86940
10754894,11/05/2012,2012,11,Site Plan,SP-2012-0142C.SH,Approved and Released,Site Plan Administrative,Consolidated,No,Boggy Creek,Vacant,Commercial Multi Family,Vacant to Commercial Multi Family,0,52272,203.5,137.5,117,59,254.5,66,195.5,0.48,0.75,"(-97.7022149, 30.2764458)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10754894,91076
11452680,05/10/2017,2017,5,Site Plan,SP-2015-0548D,Approved and Released,Site Plan Administrative,"Bldg/Prkg,Clring,Cut/Fill,Spoil Disposal",No,Barton Creek,Commercial,Commercial,Commercial to Commercial,348480,348480,0,0,0,0,0,0,0,0.18,0.18,"(-97.89855182, 30.26019972)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11452680,3049563
10841852,12/09/2013,2013,12,Site Plan,SP-2012-0346C,Approved and Released,Site Plan Administrative,Consolidated,No,Walnut Creek,Vacant,Multi-Family,Vacant to Multi-Family,561619.08,1225255.68,870,157,0,176,157,713,-19,0.83,0.68,"(-97.66746648, 30.40403137)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10841852,3186005
11862965,08/03/2018,2018,8,Site Plan,SP-2017-0465C.SH.F2,Approved and Released,Site Plan Administrative,Consolidated,No,Shoal Creek,Commercial,Commercial Multi Family,Commercial to Commercial Multi Family,17728.92,,0,0,0,0,0,0,0,0.18,0.18,"(-97.74440842, 30.28806731)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11862965,589424
11020604,08/13/2014,2014,8,Subdivision,C8J-2008-0056.5B,Subdivision Recorded,Subdivision Construction Plan,Non-Concurrent,No,Lake Creek,Vacant,"SF, ROW, Other","Vacant to SF, ROW, Other",1494108,1494108,7727,1591,0,696,1591,6136,895,0.98,0.94,"(-97.8001081, 30.48896485)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11020604,3321939
11015998,11/03/2014,2014,11,Site Plan,SP-2013-0341C,Approved and Released,Site Plan Administrative,Consolidated,No,Slaughter Creek,Single Family,Single Family,Single Family  to Single Family,0,293158.8,4527.5,2223.5,182,237,2405.5,2304,2168.5,0.94,0.97,"(-97.81896916, 30.18132199)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11015998,751742
11412237,06/09/2017,2017,6,Site Plan,SP-2015-0395C,Approved and Released,Site Plan Administrative,Consolidated,No,Walnut Creek,Vacant,Commercial Multi Family,Vacant to Commercial Multi Family,164221.2,164134.08,67,52,0,26,52,15,26,0.37,0.51,"(-97.72511382, 30.39589739)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11412237,5280329
11796856,11/27/2018,2018,11,Site Plan,SP-2017-0376D,Approved and Released,Site Plan Administrative,"Bldg/Prkg,Clring,Cut/Fill,Spoil Disposal",No,Decker Creek,Vacant,Lift Station,Vacant to Lift Station,241322.4,,1197,556,0,0,556,641,556,0.82,0.85,"(-97.59412381, 30.27309324)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11796856,5464803
11075905,09/25/2014,2014,9,Site Plan,SP-2014-0012C,Approved and Released,Site Plan Administrative,Consolidated,No,Tannehill Branch,Vacant,Park,Vacant to Park,156467.52,156467.52,0,0,0,0,0,0,0,0.18,0.18,"(-97.69629734, 30.293142)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11075905,5087344
11612636,08/03/2017,2017,8,Site Plan,SP-2016-0468C,Approved and Released,Site Plan Administrative,Consolidated,No,Shoal Creek,Commercial,Commercial,Commercial to Commercial,6534,6534,90,0,0,0,0,90,0,0.52,0.18,"(-97.73867748, 30.33444381)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11612636,396230
11876052,11/05/2018,2018,11,Site Plan,SP-2018-0096C,Approved and Released,Site Plan Administrative,Consolidated,No,Town Lake,Other,Commercial,Other  to Commercial,25700.4,,49,49,0,40,49,0,9,0.18,0.50,"(-97.74540482, 30.26602689)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11876052,287631
11476849,03/10/2017,2017,3,Site Plan,SP-2016-0039C,Approved and Released,Site Plan Administrative,Consolidated,Yes,Williamson Creek,Vacant,Commercial,Vacant to Commercial,79714.8,79714.8,0,0,0,0,0,0,0,0.18,0.18,"(-97.73370748, 30.20917212)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11476849,5262424
11451140,11/28/2016,2016,11,Site Plan,SP-2015-0537C,Approved and Released,Site Plan Administrative,Consolidated,No,Onion Creek,Vacant,Commercial,Vacant to Commercial,43777.8,43777.8,0,0,0,0,0,0,0,0.18,0.18,"(-97.79781429, 30.13839891)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11451140,5307131
11102967,09/04/2014,2014,9,Site Plan,SP-2014-0092C,Approved and Released,Site Plan Administrative,Consolidated,No,Shoal Creek,Office,Office,Office  to Office,10497.96,10497.96,18,18,0,8,18,0,10,0.18,0.40,"(-97.74186148, 30.279993)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11102967,428804
11636564,01/22/2018,2018,1,Subdivision,C8-2013-0081.4B.SH,Subdivision Recorded,Subdivision Construction Plan,Non-Concurrent,No,Onion Creek,Vacant,Single Family,Vacant to Single Family,0,2178000,199,0,0,0,0,199,0,0.64,0.18,"(1000000000000000000000000000000, 1000000000000000000000000000000)",,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11636564,3182491
10597255,06/29/2012,2012,6,Site Plan,SP-2011-0151C,Approved and Released,Site Plan Administrative,Consolidated,No,West Bouldin Creek,Condominium,Condominium,Condominium to Condominium,61419.6,61419.6,784,200,0,122,200,584,78,0.80,0.72,"(-97.76784446, 30.23270425)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10597255,826550
10923125,06/27/2013,2013,6,Site Plan,SPC-2013-0122D,Approved and Released,Site Plan Administrative,"Bldg/Prkg,Clring,Cut/Fill,Spoil Disposal",No,Barton Creek,Vacant,Extension of Driveway,Vacant to Extension of Driveway,124581.6,355798.08,0,245,0,148,245,-245,97,0.00,0.75,"(-97.84988832, 30.24775498)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10923125,719074
11274308,05/29/2015,2015,5,Site Plan,SP-2015-0006C,Approved and Released,Site Plan Administrative,Consolidated,No,Town Lake,Commercial,Commercial,Commercial to Commercial,81892.8,862488,163,43,36,26,79,120,53,0.57,0.57,"(-97.72208557, 30.26642705)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11274308,5118931
10923952,07/31/2013,2013,7,Site Plan,SP-2013-0127C,Approved and Released,Site Plan Administrative,Consolidated,No,Williamson Creek,Religous,Religous,Religous to Religous,204732,204732,378,59,0,59,59,319,0,0.72,0.53,"(-97.80178212, 30.22903129)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10923952,148268
11007612,11/04/2014,2014,11,Site Plan,SP-2013-0326C,Approved and Released,Site Plan Administrative,Consolidated,No,Onion Creek,Vacant,Store/Car Wash,Vacant to Store/Car Wash,100188,100188,0,0,0,0,0,0,0,0.18,0.18,"(-97.80615013, 30.14429825)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11007612,5076481
10638769,01/27/2012,2012,1,Site Plan,SP-2011-0238C,Approved and Released,Site Plan Administrative,Consolidated,No,Onion Creek,Warehouse,Warehouse,Warehouse to Warehouse,535352.4,535352.4,855.5,263,117.5,150,380.5,592.5,230.5,0.81,0.81,"(-97.69304972, 30.19216748)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10638769,3326675
11819141,08/23/2018,2018,8,Site Plan,SP-2017-0444C,Approved and Released,Site Plan Administrative,Consolidated,No,Tannehill Branch,Office,Office,Office to Office,233917.2,,440,0,0,0,0,440,0,0.77,0.18,"(-97.69612232, 30.3010095)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11819141,172348
11811960,02/21/2018,2018,2,Site Plan,SP-2017-0173C.F2.SH,Approved and Released,Site Plan Administrative,Consolidated,No,Shoal Creek,Commercial Multi-Family,Commercial Multi Family,Commercial Multi-Family to Commercial Multi Family,26136,,0,0,0,0,0,0,0,0.18,0.18,"(-97.74359899, 30.28583409)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11811960,349712
11491822,06/30/2017,2017,6,Site Plan,SP-2016-0106C,Approved and Released,Site Plan Administrative,Consolidated,No,Waller Creek,Commercial,Commercial,Commercial to Commercial,19602,19645.56,27,0,0,0,0,27,0,0.40,0.18,"(-97.73463378, 30.27259904)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11491822,5112565
11462244,10/26/2016,2016,10,Site Plan,SP-2015-0584C,Approved and Released,Site Plan Administrative,Consolidated,No,Tannehill Branch,Office,Office,Office to Office,49658.4,49658.4,1252,81,0,92,81,1171,-11,0.89,0.57,"(-97.71547431, 30.32235658)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11462244,5309935
11161588,11/24/2014,2014,11,Site Plan,SP-2014-0218C,Approved and Released,Site Plan Administrative,Consolidated,No,Rattan Creek,Single Family,School,Single Family  to School,0,217843.56,294,155,0,101,155,139,54,0.59,0.68,"(-97.77288937, 30.44108482)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11161588,132502
11201909,03/30/2015,2015,3,Site Plan,SP-2014-0188C,Approved and Released,Site Plan Administrative,Consolidated,No,Town Lake,Commercial,Commercial,Commercial to Commercial,76665.6,76665.6,666,579,0,164,579,87,415,0.52,0.85,"(-97.72607658, 30.23637652)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11201909,3078356
10734898,12/06/2012,2012,12,Site Plan,SP-2012-0107D,Approved and Released,Site Plan Administrative,"Bldg/Prkg,Clring,Cut/Fill,Spoil Disposal",No,Walnut Creek,Vacant,Parking lot,Vacant to Parking lot,475239.6,475239.6,7844,3853,0,256,3853,3991,3597,0.97,0.98,"(-97.74512819, 30.42786229)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10734898,201701
10650012,06/08/2012,2012,6,Site Plan,SP-2011-0265C,Approved and Released,Site Plan Administrative,Consolidated,No,Waller Creek,Retail,"Mixed-Use, Multi-Family Units","Retail to Mixed-Use, Multi-Family Units",210830.4,210830.4,132,108,15,151,123,24,-28,0.40,0.65,"(-97.72937291, 30.32212226)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10650012,253276
11161454,10/02/2014,2014,10,Site Plan,SP-2014-0217CS,Approved and Released,Site Plan Administrative Small Project,Telecommunications Tower,No,Lake Creek,Post Office,Post Office/Telecom Tower,Post Office to Post Office/Telecom Tower,161172,130.68,0,0,0,0,0,0,0,0.18,0.18,"(-97.78797621, 30.46455066)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11161454,5078294
11636400,11/30/2017,2017,11,Site Plan,SP-2016-0545C,Approved and Released,Site Plan Administrative,Consolidated,No,Town Lake,Commercial,Commercial,Commercial to Commercial,64904.4,57934.8,170,129,49,42,178,41,136,0.44,0.70,"(-97.72038446, 30.26136607)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11636400,445162
